pathway	description	VDMT001-1	VDMT001-14	VDMT001-15	VDMT001-7	VDMT002-1	VDMT002-14	VDMT002-15	VDMT002-7	VDMT003-1	VDMT003-14	VDMT003-15	VDMT003-7	VDMT004-1	VDMT004-14	VDMT004-15	VDMT004-7	VDMT005-1	VDMT005-14	VDMT005-15	VDMT005-7	VDMT006-1	VDMT006-14	VDMT006-15	VDMT006-7	VDMT007-1	VDMT007-14	VDMT007-15	VDMT007-7	VDMT008-1	VDMT008-14	VDMT008-15	VDMT008-7	VDMT009-1	VDMT009-14	VDMT009-15	VDMT009-7	VDMT010-1	VDMT010-14	VDMT010-15	VDMT010-7	VDMT011-1	VDMT011-14	VDMT011-15	VDMT011-7	VDMT012-1	VDMT012-14	VDMT012-15	VDMT012-7	VDMT013-1	VDMT013-14	VDMT013-15	VDMT013-7	VDMT014-1	VDMT014-14	VDMT014-15	VDMT014-7	VDMT015-1	VDMT015-14	VDMT015-15	VDMT015-7	VDMT016-1	VDMT016-14	VDMT016-15	VDMT016-7	VDMT017-1	VDMT017-14	VDMT017-15	VDMT017-7	VDMT018-1	VDMT018-14	VDMT018-15	VDMT018-7	VDMT019-1	VDMT019-14	VDMT019-15	VDMT019-7	VDMT020-1	VDMT020-14	VDMT020-15	VDMT020-7	VDMT022-1	VDMT022-14	VDMT022-15	VDMT022-7	VDMT023-1	VDMT023-14	VDMT023-15	VDMT023-7	VDMT024-1	VDMT024-14	VDMT024-15	VDMT024-7	VDMT025-1	VDMT025-14	VDMT025-15	VDMT025-7	VDMT026-1	VDMT026-14	VDMT026-15	VDMT026-7	VDMT027-1	VDMT027-14	VDMT027-15	VDMT027-7	VDMT028-1	VDMT028-14	VDMT028-15	VDMT028-7	VDMT029-1	VDMT029-14	VDMT029-15	VDMT029-7	VDMT030-1	VDMT030-14	VDMT030-15	VDMT030-7	VDMT031-1	VDMT031-14	VDMT031-15	VDMT031-7	VDMT032-1	VDMT032-14	VDMT032-15	VDMT032-7	VDMT033-1	VDMT033-14	VDMT033-15	VDMT033-7	VDMT034-1	VDMT034-14	VDMT034-15	VDMT034-7	VDMT035-1	VDMT035-14	VDMT035-15	VDMT035-7	VDMT036-1	VDMT036-14	VDMT036-15	VDMT036-7	VDMT037-1	VDMT037-14	VDMT037-15	VDMT037-7	VDMT038-1	VDMT038-14	VDMT038-15	VDMT038-7	VDMT040-1	VDMT040-14	VDMT040-15	VDMT040-7	VDMT041-1	VDMT041-14	VDMT041-15	VDMT041-7	VDMT042-1	VDMT042-14	VDMT042-15	VDMT042-7	VDMT043-1	VDMT043-14	VDMT043-15	VDMT043-7	VDMT044-1	VDMT044-14	VDMT044-15	VDMT044-7
PWY-7456	mannan degradation	9592.3888	6322.9629	4477.4972	13324.6688	9632.1717	3006.6632	5957.6187	3014.9882	5682.3374	1680.9588	1206.802	281.7937	9163.8519	8390.5981	2961.2889	4872.2197	7336.3634	2289.7079	4177.5599	7437.9184	8765.2485	5201.3768	4812.2045	7318.8963	8262.5247	6448.5109	3623.2277	10039.7382	7563.7195	4234.5836	2363.9574	3457.3859	7783.745	7105.7675	8928.3592	5867.821999999999	3359.1468	4342.2786	1988.6787	4889.2196	4384.8762	4110.6593	3311.3332	5194.2449	8503.1637	5472.6854	6555.8193	4396.3457	3007.6736	5313.6888	7418.0313	7294.1849	5616.851	5481.855	2948.7256	5209.0318	2391.6244	2974.4079	2313.0943	5982.1466	220.4293	3622.4564	2615.6476	6498.2838	7892.0119	7417.5894	10309.3902	6135.6131	2708.6145	1267.6923	2007.1455	1705.8723	855.3346	1984.0595	1193.093	7264.3497	4965.9871	6481.5271	6116.8923	7343.5567	2930.4984	1244.6516	4592.9111	2426.5566	10004.359	15246.2263	13254.1378	9130.7209	9934.3066	187.2437	9683.2705	11796.032	7968.626	3757.2041	10322.9169	5362.6835	9886.9209	5790.5896	6056.8092	14372.0165	4270.1853	5380.6897	6025.1181	4798.2323	7098.5079	4790.4715	6320.5303	1879.9617	6452.0447	3606.8546	6088.7831	8540.4067	2491.6467	2262.7868	3943.2351	2683.2276	3531.5404	4756.1061	5944.4137	3594.4176	7541.1414	4579.592000000001	12322.745	8440.2742	1418.0852	7968.928000000001	2695.638	3179.9635	5504.8272	4177.7735	4649.7086	4605.0117	5603.5958	1802.6413	4294.2871	7047.015	1562.8569	2770.7698	2730.3218	1972.5839999999998	3327.6853	5370.7198	7428.2142	4432.458	3134.8965	3795.6636	3713.2024	6987.641	8592.9648	5960.6139	5434.7476	5703.35	8014.8137	6914.883000000001	13544.2892	8913.6109	15640.8207	6409.7603	11256.226999999999	5937.7717	9429.3886	7260.7082	21279.7421	12712.9283	5343.338000000001	7823.6721	8600.8588	11283.4336
PWY-7527	L-methionine salvage cycle III	0.0	0.0	0.0	0.0	67.82600000000001	28.2389	0.0	0.0	0.0	0.0	0.0	780.0109	0.0	0.0	1.1651	0.0	0.0	0.0	0.0	0.0	104.9785	81.3007	52.0418	119.1791	0.0	0.0	0.0	0.0	0.0	194.7888	142.3527	342.6847	0.0	55.3828	12.419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.6287	75.0864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	866.1160000000001	74.178	0.0	0.0	0.0	0.0	0.0	0.0	23.9432	0.0	27.447	66.3893	0.0	0.0	0.0	0.0	0.0	55.0316	120.1444	0.0	87.3658	0.0	57.8148	0.0	0.0	0.0	0.0	0.0	0.0	944.6157	0.0	142.9594	0.0	0.0	0.0	55.7379	0.0	70.4519	0.0	0.0	0.0	0.0	0.0	69.6961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.69800000000001	0.0	0.0	0.0	0.0	29.6609	47.8916	76.1223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.9401	0.0	0.0	55.4665	0.0	0.0	0.0	0.0	0.0	265.3671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	29814.8453	15385.2613	18013.0955	23117.081000000002	29095.6182	11978.3693	18907.8287	12678.9705	15371.9374	5791.2805	4543.4471	8204.0355	31580.3935	15922.2114	15248.3236	18017.3226	21636.9475	14025.877	18580.2532	26876.2633	22951.5397	18888.0442	18037.1107	22754.0778	27399.6158	20833.064	19101.6152	30270.2103	24383.4531	17567.5135	21703.5326	19610.2683	22665.1709	24201.5945	28385.8444	27753.6976	13240.1101	14722.1107	12489.3489	14819.6193	14057.8237	13253.673999999999	15094.2321	16753.9842	20845.9549	17029.7842	17232.2531	15403.9804	17359.6531	14056.3439	15649.5547	18601.8511	22938.7577	15956.1727	16781.5695	19001.1751	14543.8274	19736.877	17964.9141	16218.4782	8498.3468	10310.5957	14704.8876	17325.7281	20580.2598	17458.4018	22703.9465	24318.2825	16815.4436	18644.5996	21859.9047	18256.1988	18018.6325	16357.5845	18197.8603	20998.2597	19405.1345	16100.3541	14403.8087	24259.7718	18749.0458	16683.0051	22953.5648	19510.6433	26015.5363	27991.277000000002	32369.9601	37498.7234	30310.8818	6355.7505	24544.5042	38341.5314	23210.6147	21771.9984	33435.1721	19692.3814	30037.9784	19577.6636	19924.2088	39063.2658	27828.2559	18978.6537	21007.2954	30173.2066	23513.9281	20648.5811	27890.5559	7903.3627	20311.328	12265.4733	18601.542	23981.5139	15467.9029	12891.1545	18989.2693	21715.5879	12843.4976	17503.4201	24969.2699	12446.5865	20523.7167	19506.0365	25207.2551	29062.9955	19683.1616	16734.8912	24097.8849	24598.2483	17037.1837	22609.7601	28418.9866	23404.2612	17497.4684	17318.0702	14022.2394	17893.8917	15222.8097	11793.4593	18381.2101	19276.667	10662.9103	18362.0179	26481.5217	19880.688000000002	18714.4846	18945.4618	16389.4286	23660.606	21300.8135	15547.0932	20789.4382	21640.1875	18054.0063	22593.2711	34902.3831	21907.336	26693.8155	19660.4622	21802.0115	29115.1906	23239.4776	21032.7919	29613.1548	24051.1038	18626.4348	22973.6434	27259.8643	27198.0622
PWY-7560	methylerythritol phosphate pathway II	44620.3253	26448.5893	32867.6721	39086.0409	47291.7759	19888.4475	32052.8669	19985.7727	21390.5574	10467.9949	8160.7888	6197.5398	55898.7855	34707.8079	28718.7364	36726.4325	37365.0449	28508.6196	29015.9462	42280.2837	42133.8895	35002.9487	36435.4971	44536.374	48508.3232	38500.3439	38382.8833	56421.3526	40920.4387	32527.4505	43763.4471	34878.5625	44111.5007	42074.8224	48765.1003	46219.7225	25125.3096	27896.587000000003	28609.0207	32305.993	27183.2992	21048.8607	24218.5722	27066.9723	33195.9141	26964.9513	29942.8474	27094.9743	31701.6655	24300.7017	24584.1373	30962.8232	33131.6805	23128.6715	25405.7824	32369.4876	30215.63	30886.9526	33353.1764	28319.7975	6678.9482	21328.8123	28239.4958	34353.576	33364.6074	26836.9595	34321.6622	42825.0399	33235.3047	30528.1868	43466.7224	31713.4505	41095.5422	33281.2457	36939.7062	42935.97	37985.4508	25428.0156	22120.2172	38169.8569	26716.8783	27224.5726	37905.4459	30668.9337	35322.5967	32691.1948	41622.094	56305.8202	51836.3559	5185.8075	40518.1715	61116.8505	36399.799	33421.9837	53477.5986	30467.5206	46207.7736	34858.9757	33940.8863	61077.6243	45686.5483	31774.4357	39017.4694	49537.3879	48515.4669	38129.7704	59956.7115	14218.7278	33971.9563	19943.3321	31539.1473	40851.8495	30988.2843	25888.8301	36389.0828	39830.8775	19723.9187	32501.2771	42697.6834	24521.5082	26446.4736	26289.7958	35731.1893	38728.7667	40703.6622	25895.6941	50308.9882	45217.4092	30365.3057	34687.4823	45572.5345	38431.9992	25902.6719	29256.4968	22927.2457	25225.968999999997	29564.5137	26228.0034	31952.6352	34966.9514	21895.8371	31386.1656	47460.2805	32985.3805	33458.5941	31545.2781	28998.654	39863.4036	37745.8643	27828.0802	40864.0516	35190.2114	28013.618	36361.6336	62144.7216	36110.5525	39408.2118	33865.1466	35078.3577	59131.8788	38648.8017	33478.4822	38498.582	37107.9219	33162.7713	49069.3556	54152.3958	50923.8355
PWY-7616	methanol oxidation to carbon dioxide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	848.5061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.2586	94.98700000000001	0.0	172.4374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	774.3637	24.1753	35.739000000000004	0.0	0.0	14.6032	0.0	0.0	0.0	0.0	0.0	36.951	0.0	0.0	0.0	0.0	0.0	0.0	19.5775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	513.0911	0.0	43.9241	0.0	0.0	0.0	0.0	0.0	0.0	39.8617	0.0	49.2498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.2922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.2273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0641	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.8688	100.3784	0.0	285.2653	0.0	315.3848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7644	heparin degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7663	gondoate biosynthesis (anaerobic)	41566.1449	29478.2673	38390.2352	40461.4337	56971.9062	23359.8673	37227.6468	22614.6175	26168.9836	12324.7541	9610.6222	12370.5014	67194.0262	25877.9277	31940.0962	42377.1514	45398.5331	32460.7605	36637.2597	51614.4666	52153.8991	40769.2535	41928.3168	51625.9542	57751.1576	43371.0797	43781.65	66211.8977	49610.945999999996	38175.2162	50119.9109	40964.0101	52775.9919	50094.0067	57013.6183	52628.0327	29045.8296	31245.0029	30405.02	37051.0961	32655.8267	24395.6446	26421.5374	33176.5557	42940.7039	33390.4817	35093.0205	28942.7656	35192.9076	27132.273999999998	29882.4107	35481.914	33953.1768	27505.651	28680.8282	38224.4296	34932.1514	31962.7796	37356.7531	33596.6613	12417.7046	25495.4561	34061.4709	41363.1756	39424.9286	28944.2853	41494.635	50841.114	38475.291	30741.7912	47912.5802	35220.2387	45066.3192	36136.2276	40241.9104	49370.8682	42660.3522	30561.6919	27016.2695	47284.2893	30879.4587	27310.7384	43849.1599	33438.7044	43214.1406	42074.4436	51775.5484	67856.9112	59239.2007	10429.9279	48049.2885	74286.5058	42892.809	37942.9233	60915.3741	34939.1229	44694.3161	41265.6389	40358.6482	64433.3765	48511.523	35544.5337	42762.8802	51821.8168	57825.5835	44345.6841	70152.90299999999	16638.9215	42017.3473	23421.9659	37511.4369	48292.5517	36251.6426	30139.7797	42924.4367	45889.8862	23522.7469	39374.5371	46436.0884	28835.6422	32975.9318	31176.9199	44786.5256	47035.4426	34929.497	31464.5874	56702.4369	52824.3187	33651.0746	35170.9771	44407.9719	39244.3412	31227.5018	30305.3541	25338.9257	28126.303	34018.756	30418.7478	36418.6541	39638.2503	25233.2359	34084.7374	52611.5415	34971.2118	38600.0895	34509.538	34811.5882	44857.7738	44712.2024	32840.1773	46748.9526	40116.5391	33332.3435	42839.157999999996	73392.3032	39791.5758	46923.3693	40556.3565	35665.9905	67579.4129	42297.8563	35632.734	47416.0098	43836.0237	39314.8829	58101.7438	64248.3357	60722.8658
PWY-7664	oleate biosynthesis IV (anaerobic)	4934.2792	6116.1588	5892.7816	4586.4379	23467.3869	3987.8259	14428.8782	2197.6808	4330.2688	2017.4911	1529.8381	8895.4202	8297.8272	5278.9839	871.8881	3913.9648	15877.5889	1150.8477	13531.1979	20485.9857	17444.9084	10961.5017	5513.7772	12089.2505	6839.7287	11051.2462	1312.7086	8349.4178	18026.8226	5828.7772	346.2921	5061.2939	10819.5608	17075.4767	11942.4998	13990.9766	6155.4384	7080.2096	1433.5722	4464.4562	10684.2707	8977.1604	4727.8523	13035.3184	22412.2536	17373.8032	5811.4687	4811.5602	1936.4706	2685.0767	6510.8203	4046.8283	5033.1306	4794.1419	3296.4333	8786.8229	720.7767	3941.4604	1872.5063	3686.3386	9162.8635	1094.0305	1526.3724	1741.3009	12946.1687	4314.6708	6436.3752	11554.9007	792.1212	85.7982	583.4993	1527.6937	371.7536	632.0813	1288.3642	6343.5828	8474.5874	9734.7351	5991.295	21470.868	4094.1723	301.6749	2755.9644	1331.0301	12849.5661	15613.4218	8395.2239	6875.0125	21155.0641	6790.9308	19881.6067	31384.776	19159.135	7666.4464	9890.2516	13190.7571	8089.9555	7952.0902	7483.9178	9657.0718	4133.1575	4582.6702	4611.5374	3837.5411	5236.5282	3731.8853	5784.4580000000005	1897.4307	11285.9836	4590.1458	6484.8964	10301.7941	6321.4783	2539.1267	7196.7126	5944.9216	13711.9859	4915.1824	5904.4822	4078.8858	9713.0808	6040.5634	14106.8775	14476.1862	1499.6429999999998	10299.2746	11446.5794	1584.7795	937.4603	853.7231	733.0991	541.5543	6502.2486	515.8699	1136.9636	4380.2983	0.0	145.6192	1282.423	357.2267	2496.1358	4859.6181	14410.4341	1737.9699	2335.2401	2120.7043	4111.0383	8128.2444	14500.83	9566.7294	8099.0979	6392.1291	6588.1432	7821.8252	12791.2189	13117.7945	4236.6034	9758.474	5009.7072	767.1389	3374.9646	2122.3949	13684.8854	9042.78	15443.7481	19316.2204	25178.2364	25097.0408
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	22954.926	14747.4117	10476.7151	32640.0291	20727.609	6832.6765	11169.398000000001	6027.9852	13283.2893	3923.0044	2973.8298	10225.8834	29401.0068	9788.7852	5781.1594	14857.7088	22089.2791	5534.1842	16068.9717	22706.9459	21805.263	16570.7757	14957.3416	22185.5493	24235.8732	17519.0803	9244.2066	26452.687	22103.8682	12507.18	7362.4807	12002.7488	16486.9745	21019.1607	20287.6903	21252.6999	8825.8563	11939.8992	6636.7486	11883.8076	17494.4419	8112.4261	8937.1612	14585.708999999999	21213.2688	17870.9243	11866.0271	10504.0586	8885.6881	9980.5565	15531.747	14397.1446	11861.9986	11168.7091	8314.7144	12970.7078	8675.4427	12635.3289	11459.5843	13060.979	10239.8054	9065.8342	12016.4878	15299.5529	15626.9291	15350.7026	20714.7101	16645.5508	9622.9718	11878.1098	18094.8247	19397.5091	7010.3617	9237.401	13033.3745	15415.0386	14106.5259	13455.1763	13211.0906	21894.8986	9119.7804	9535.5887	14990.6179	10646.336000000001	25358.0589	27687.2077	29695.6395	28244.3675	23735.7178	7884.4723	17867.7977	31075.2164	13935.3343	10517.0863	20405.5372	10699.0581	22151.0361	13967.2932	14413.7335	31685.2377	27709.1121	16202.087	16793.9593	26311.3558	14978.868	11286.9295	14796.1528	4787.8476	16106.8465	9688.4966	12924.7637	16559.4737	11502.2541	7955.3905	12985.9521	15949.8581	7147.1638	16601.9933	15055.1044	8719.2009	17729.2713	12008.8356	25067.4503	21607.4781	4060.1371	18973.8643	17053.8344	9962.5182	9646.4194	9982.8412	12256.2375	12064.6452	13258.9953	14831.8499	11405.0862	15621.7179	5081.7034	3443.9213	8453.9423	5934.5632	6441.0181	11276.077	15508.9766	11338.892	9583.5902	16312.7098	9294.0883	17742.7793	20350.2393	12896.6922	15778.293	14384.1266	16869.6073	20623.4003	38017.3143	19912.3584	25313.1598	17355.486	24529.5153	15491.5278	18853.5017	17879.6045	38837.1689	25421.1711	13032.2175	18309.3875	19488.0206	25782.0602
PWY-922	mevalonate pathway I	488.0723	252.8368	248.5454	371.5448	459.88300000000004	167.7928	131.9714	109.3894	84.1052	102.8289	60.9729	4588.62	235.639	379.7116	253.4508	170.449	699.1344	104.3682	1290.6161	410.676	131.6262	447.9273	383.3268	439.7658	180.1606	201.0677	268.6158	316.7839	877.6108	725.8594	21.4911	829.6001	310.6003	465.5039	368.8684	468.5026	104.3798	113.9966	14.7982	244.7163	558.0751	256.797	604.5668	475.0915	35.4829	528.4558	69.4198	212.3821	63.8617	86.0206	260.9029	223.3318	477.5421	559.6342	357.9057	296.432	284.5151	265.0169	109.4424	144.1053	4081.1403	325.8279	496.6518	377.8116	123.2666	3097.5261	53.5898	322.665	255.4027	39.3624	334.0367	791.0137	128.4754	163.9889	329.7764	83.7883	78.7079	327.0609	432.2593	391.065	229.3891	41.8072	676.5247	1311.0335	18.4602	151.4644	205.9635	155.7117	95.0289	3194.4424	86.0184	891.1447	148.4875	200.5813	575.3751	481.8848	1878.8783	598.8796	433.2013	4012.1953	550.1262	401.3865	634.3526	656.3925	847.9899	241.6476	254.3549	146.7849	35.571999999999996	510.9968	92.8027	46.1975	192.6006	318.4685	102.3965	0.0	137.2438	618.6612	687.0767	296.0577	73.7215	165.2697	236.9584	104.8913	660.1755	1033.6773	303.6293	136.565	186.533	269.8168	636.9388	601.4337	351.6311	1505.1223	835.1357	1061.0846	133.2944	167.6727	327.2458	293.6859	157.3256	401.9398	219.7723	562.2993	523.2013	1100.4442	332.4069	1047.0215	283.7629	204.2988	104.7555	137.4803	62.3846	97.5083	365.7374	301.0641	28.2944	1263.2856	827.8444	245.7961	2845.0405	81.684	6898.5929	109.7343	124.2655	59.9664	201.8089	148.6822
PWY0-1061	superpathway of L-alanine biosynthesis	22531.5795	15260.3332	20712.0406	19293.2617	25089.7419	13526.6577	15968.3053	13971.0887	13443.3099	6319.2259	4945.6311	9002.7985	25743.5298	11733.8143	19318.4028	17899.8641	18656.6027	17025.5917	16116.9984	20966.543	16699.5048	18420.7677	16249.2031	18670.082	23353.8537	20889.8929	24592.217999999997	27610.5843	22974.2913	19862.5375	28443.5029	18267.3653	20931.1034	23866.8193	30813.0601	30628.3051	12377.6105	15043.3903	15605.9364	15194.4462	12521.2864	11681.2606	16036.2061	15017.4145	11791.2271	13607.2569	18736.7559	17691.1819	21068.7859	12600.9206	13512.0135	15954.1653	21159.7428	12042.8231	17401.5539	18884.7745	17550.4613	24302.1874	22984.4243	12803.4613	9218.0856	10311.1403	17566.6957	17641.5689	15600.8739	13587.208	17097.4848	23983.8679	19575.3527	25752.9927	28919.0716	16053.5764	25998.3081	20873.5629	23010.2909	19838.2344	19733.5227	12630.4119	12142.4781	18431.3177	20491.2361	23100.4799	26994.1136	27379.4139	25137.5327	14193.5493	24874.7856	37992.8675	20837.4243	7209.0238	18501.2576	31396.023999999998	18456.5491	25329.9354	33195.9132	19979.9031	22372.4734	20998.7254	20339.8198	31516.1204	26797.6744	18833.7424	23245.6477	31493.7125	26031.8132	23659.0856	30139.1028	8874.14	21076.2532	13001.8862	18754.2925	22580.4988	16171.2052	15674.87	19637.0922	21791.1891	10185.4057	19323.4936	30198.3127	13481.9338	18042.4219	17262.086	20234.5082	24434.4934	33889.5664	17219.9835	33048.3499	30921.4945	19838.5392	29331.8073	36342.4205	29309.9361	16505.8376	22280.6976	15810.9499	15242.0195	19753.6233	13670.8504	17067.7981	19267.9423	12763.0716	23144.7047	27930.3119	23958.9265	19225.3886	21570.4361	15334.6946	18058.9046	20219.1736	12855.3183	23841.839	23750.3584	11145.0709	17461.0856	24483.8161	17400.331000000002	16775.3027	21282.4534	20379.7305	38384.1611	23506.4375	23609.0478	20020.0806	18396.7598	16298.92	21953.4499	23361.7161	19921.5358
PWY0-1241	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	1422.7720000000002	671.7426	585.8682	1511.6176	1095.1523	408.9506	703.7643	592.0415	600.5756	279.093	195.2625	1553.5397	2011.3389	337.611	455.5356	1167.7225	1125.5567	231.7043	622.4219	1085.4066	466.0374	531.3042	941.0668	927.9178	1511.0661	680.1126	679.2984	1690.8055	1438.4375	830.6316	277.0591	851.4719	1252.9212	700.4617	1024.4648	600.7274	221.4903	563.9192	447.3767	405.1117	739.9614	508.6694	308.6498	727.956	465.1193	603.8919	960.3246	732.2566	677.9257	834.4421	1404.4387	1227.8329	281.6929	331.6647	773.5979	676.0196	404.5704	282.6832	280.6346	687.6439	1500.2126	1804.1769	2834.4304	2299.1481	735.2268	605.0173	598.2102	978.2535	470.2584	102.1718	202.9762	348.50300000000004	577.1751	750.1317	596.3399	568.3975	279.9061	394.0018	495.5964	1016.9068	1345.3967	90.8182	1517.3439	1416.2803	4069.1141	1670.0244	1486.2279	1581.2939999999999	2107.0715	1573.5935	1266.2361	1682.6294	954.2881	777.6846	1649.3218	902.8779	2422.9032	1069.0296	1115.4629	2773.8737	1224.0135	607.6037	940.4839	953.9019	1238.6355	892.2082	1235.2996	369.3581	678.8164	658.737	1083.8205	1638.8793	488.8758	481.4504	1271.1612	1815.5179	1151.9579	1793.694	963.1039999999999	903.3328	760.0389	592.7168	1392.1861	951.1568	235.2041	2748.7512	3243.1169	205.1705	270.7799	165.5315	244.7011	737.9835	723.3401	48.4272	699.185	847.457	14.5442	26.1153	130.6152	95.5482	673.8822	1492.4418	1182.9895	682.7849	814.5598	378.7611	869.1192	913.3805	806.0219	906.7758	1062.7583	658.4925	1221.1696	1253.2603	2412.6342	1803.6144	2067.6993	1497.8219	847.6952	1937.4359	2640.1067	1883.9587	4791.6681	2684.7103	2469.33	3600.2389	3444.5481	5591.5385
PWY0-1261	anhydromuropeptides recycling	11337.7711	8102.7744	3531.8923	22804.0919	6480.0616	2985.1252	3407.5861	4504.0182	2314.6045	1769.7101	1322.1247	8839.3287	5773.4451	825.2128	2101.7829	1597.8847	6491.5417	1088.6051	3318.2595	7017.3963	3198.0692	3697.4921	5054.5594	5685.5749	6853.7899	2053.4969	3015.3540000000003	4079.136	9038.4339	8621.1242	1994.1513	8730.944	5902.5708	5684.7346	7845.1269999999995	2644.3063	1667.0805	1879.3569	960.9032	1604.5451	4205.8857	1924.6352	2288.6447	4915.0498	2686.3540000000003	4102.4825	6496.3422	2917.9411	2873.2598	3205.3388	9655.5356	5325.7928	3128.4461	3085.3819	3161.2037	4395.3394	2151.405	1858.4869	1678.8445	3626.748	8873.3115	3913.8877	4818.8649	4493.1766	4048.2015	2566.3485	3228.2947	7036.8844	2458.1208	497.01599999999996	2185.3533	5541.6648	549.8627	1048.6301	547.8211	1102.0551	1473.9174	2542.6795	4741.085	6677.533	3467.0412	578.7527	4381.263	2723.9793	24319.5225	8795.7122	4856.8463	5928.405	11568.517	7759.8103	2956.8171	11514.7738	2233.5756	5117.2689	9874.6572	2700.2978	8537.5895	8182.7396	7439.4888	11603.1852	6954.9138	4650.6416	5405.7049	6467.1706	3909.9474	4452.4432	4680.6458	1923.7625	4374.2006	5297.4957	6057.5029	10677.8196	1016.8771	2794.5983	3406.7974	1337.4001	2924.32	5265.7367	10180.5503	4185.5186	4848.1374	2709.5058	12119.735	6929.1352	964.0289	16089.5928	21280.2135	1895.9208	11009.5697	9638.0135	7338.2703	7479.5729	4761.9428	0.0	2897.741	7235.3797	475.5732	580.5709	3442.9844	1806.1229999999998	4414.6114	10802.2896	5794.0008	7586.8601	4344.1815	1930.8849	4330.2335	4513.5375	4060.2340000000004	5157.4785	7336.0766	3995.2112	6862.4031	6345.6643	10721.1782	5766.3821	18108.479	12228.0666	6153.9885	4785.4147	7525.6221	6195.0333	21587.7141	15786.3073	1660.279	3787.6392	5868.355	4028.8187
